ticket_number,issue_date,violation_location,license_plate_number,license_plate_state,license_plate_type,zipcode,violation_code,violation_description,unit,unit_description,vehicle_make,fine_level1_amount,fine_level2_amount,current_amount_due,total_payments,ticket_queue,ticket_queue_date,notice_level,notice_number,hearing_disposition,officer,year,month,hour
7007588274,2017-11-01 01:27:00,1 E 75TH STREET,0629799c63e082beaa24a1c34b953f03607f43457571f9011435f06238c59452,IL,PAS,606145640,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,244,0,Notice,2017-11-15 00:00:00,SEIZ,5161328820,,XERX,2017,11,1
7007588284,2017-11-01 01:28:00,2400 W MARQUETTE ROAD,1e32cc8253e7cdd2c5c1d6a2e608460e8f62b26a9bcc17e85318ed6c192e9523,IL,PAS,60419,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,2017-11-16 00:00:00,FINL,5207917260,,XERX,2017,11,1
7007588266,2017-11-01 01:28:00,400 W BELMONT AVE,fbb32036b27ff214b8c58871ee0a40102afabedc03ee958511ab0d5255df6124,IL,PAS,606371722,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2018-01-22 00:00:00,DETR,5208226100,,XERX,2017,11,1
7007588161,2017-11-01 01:35:00,800 N PULASKI ROAD,09ef8e1083d204334463ace7f97e25789f42b4e74681da41f199c9c2df3631b4,IL,PAS,60148,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-18 00:00:00,VIOL,5208965570,,XERX,2017,11,1
7007588267,2017-11-01 01:44:00,400 W BELMONT AVE,f22c60e04b6dc9efe290487cd3ec351f62cfab8aa6063cec41b9c52151cb1f70,IL,PAS,606194906,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2018-01-21 00:00:00,DETR,5206081340,,XERX,2017,11,1
7007588275,2017-11-01 01:50:00,1 E 75TH STREET,9d5a812ab1f3742ab5f7704355cb222d71633be9255ed219e0f4d9be8ef4a27a,IL,PAS,60621,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,234,0,Notice,2018-04-23 00:00:00,FINL,5207158210,,XERX,2017,11,1
7007588281,2017-11-01 01:50:00,800 N SACRAMENTO AVEN,2d2cc610c18cc0e61f61f89aae46ce0d5309a2e52f0909b34ab2161969a51a0b,IL,PAS,606242234,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,2017-11-15 00:00:00,SEIZ,5203080230,,XERX,2017,11,1
7007588121,2017-11-01 01:50:00,5200 N NAGLE,58a441e26ef184022a35ffd043b4c04a47c25efd1526ab10b51f8e7d147d338b,IL,PAS,60469,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,2017-11-15 00:00:00,FINL,5208530880,,XERX,2017,11,1
7007588229,2017-11-01 01:53:00,5600 W FULLERTON AVENU,8dced863c961e2b25c3f6ed3f4dc942f1544c6d1fe786e879cf14ac6a0b38176,IL,PAS,606345010,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-10 00:00:00,VIOL,5205540860,,XERX,2017,11,1
7007588165,2017-11-01 01:57:00,2000 N CICERO AVENUE,40ecd8640bf821d6419ca2418bb11545ba62ac0cf4f599f0c2029d1ad94125ec,IL,PAS,60651,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,2017-11-15 00:00:00,SEIZ,5208400390,,XERX,2017,11,1
7007588279,2017-11-01 01:59:00,1200 N PULASKI ROAD,fd7e8f5e71a9c10fc90538540387f41cd30c622fcb600dbffdbb5a4e63213a51,IL,TRK,608053238,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,2017-11-16 00:00:00,FINL,5209102540,,XERX,2017,11,1
7007588265,2017-11-01 02:00:00,3200 N LAKESHORE DRIV,114dc5a2a9364f847c2b2387143dbe3c2aefe226b5378bf6ef8df3b38d1a1579,OH,PAS,44128,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,2017-12-07 00:00:00,SEIZ,5206778540,,XERX,2017,11,2
7007588238,2017-11-01 02:01:00,4800 W NORTH AVENUE,e63f46dc646540f511ed43ef3e5cb77a07a08f63cd52ba1fac29d2faf40b9c29,IL,PAS,60639,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,2017-11-08 00:00:00,FINL,5203749010,,XERX,2017,11,2
7007588254,2017-11-01 02:03:00,2400 N WESTERN AVENUE,6b4edb65ced83117c41f918ad023e55e23335cee9117522994b7f2d72fc4dc87,IL,PAS,60480,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-05 00:00:00,VIOL,5208965760,,XERX,2017,11,2
7007588230,2017-11-01 02:09:00,5200 N WESTERN AVE,3be6c1098e5ff632132277528e0fd8f782bc5b708c07ea5337b9b93b6d141b1e,IL,PAS,605866673,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,0,Dismissed,2018-04-05 00:00:00,VIOL,5208055660,Not Liable,XERX,2017,11,2
7007588276,2017-11-01 02:13:00,1 E 75TH STREET,8ad89cb6063473ff936595681cdd2e1115724613ed1df478251a85b4eb35a312,IL,ENV,604675651,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-12 00:00:00,VIOL,5200048560,,XERX,2017,11,2
7007588285,2017-11-01 02:14:00,1 E 63RD ST,ff66acf9056c3f0848689590092cc245e44e24199ef6f5b20d19150030f1e7f1,MI,PAS,49424,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,2017-12-06 00:00:00,SEIZ,5206919850,,XERX,2017,11,2
7007588286,2017-11-01 02:24:00,1 E 63RD ST,404229e753343e3dca14f5abf813bf5f726839a69f442f1a9a536471e19b8284,IL,PAS,60644,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,2017-11-15 00:00:00,SEIZ,5208428840,,XERX,2017,11,2
7007588256,2017-11-01 02:24:00,2400 N WESTERN AVENUE,cdc37e0030239e9d706b841931a96a425eafed04c1e5d7e5f94bc332fc13da96,IL,PAS,60620,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,2017-11-15 00:00:00,FINL,5206150690,,XERX,2017,11,2
7007588240,2017-11-01 02:25:00,4800 W NORTH AVENUE,7db87d5f8afee54b1d451d22cca6f1e1e995e5af9b16306c8f99367e9e9747f0,IL,IMS,601041333,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-11-28 00:00:00,VIOL,5208623700,,XERX,2017,11,2
7007588253,2017-11-01 02:29:00,11100 S HALSTED ST,367f31b28fd64916b6f68e0553b85565c1157f7f328bd1b27eaaf218b5d8decb,IL,PAS,60628,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,200,Paid,2018-04-04 00:00:00,SEIZ,5208624710,,XERX,2017,11,2
7007588260,2017-11-01 02:30:00,4000 W BELMONT AVE,c10e15155d761e0de6413c56f0e89407906960bea46980f35945339fcad00ee7,IL,PAS,606185103,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-27 00:00:00,DETR,5196734070,,XERX,2017,11,2
7007588258,2017-11-01 02:30:00,5600 W ADDISON STREET,2f231bb703c42634d91fa3951ce859a9e34ee90ad1071325b40df60577c7baf9,IL,PAS,60053,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-17 00:00:00,VIOL,5208357530,,XERX,2017,11,2
7007588225,2017-11-01 02:33:00,2400 W CERMAK ROAD,0440663f027692aebcb12968921250f1d6be2d1c92920a81f7628a903f51437d,IL,PAS,606471057,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-18 00:00:00,VIOL,5205236810,,XERX,2017,11,2
7007588244,2017-11-01 02:38:00,400 S WESTERN AVENUE,9a5bb8fb4ba118ed77da7e3c7633670d5a87f5187dd0a864f4d1e7d39a44711a,IL,PAS,608043301,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-11 00:00:00,VIOL,5208230420,,XERX,2017,11,2
7007588234,2017-11-01 02:38:00,4400 N WESTERN AVENUE,af5fb705f6804a27f5f6e3e2b7cf1fddaa88e976de3b4c23a49aee8069c26d84,IL,PAS,606511809,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-02 00:00:00,VIOL,5199402930,,XERX,2017,11,2
7007588226,2017-11-01 02:41:00,2400 W PETERSON,9ed1ba46fec009f89ea30313a89125bdbab48fac0555ef6f07a4b6a31459d89a,IL,PAS,60202,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,200,Paid,2018-03-02 00:00:00,FINL,5208147630,,XERX,2017,11,2
7007588277,2017-11-01 02:42:00,1 E 75TH STREET,b2e568d61d95bc866383261458310d0f7063250ff6c8bae2051611ffbc6842d0,IL,PAS,600906073,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,2017-11-15 00:00:00,FINL,5206991810,,XERX,2017,11,2
7007588236,2017-11-01 02:49:00,6400 W DEVON AVENUE,29765eed7268b8034449e866c9d3729732018bfca70c1325471b760d47a1c443,IL,PAS,600762553,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,0,100,Paid,2017-12-01 00:00:00,VIOL,5188080410,,XERX,2017,11,2
7007588278,2017-11-01 02:59:00,1 E 75TH STREET,4d941dbbd0f9de166e946541e97d4173403d62b57c940a7d415a1aa0f982cff0,IL,PAS,604114938,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,200,0,Notice,2017-11-15 00:00:00,DLS,5197029980,,XERX,2017,11,2
7007588257,2017-11-01 03:06:00,800 W 99TH ST,2b2230b2b2d2d4f6b0b6a558ef9a315c90c35d0d6028c4d6e4acb07888f8dce1,FL,PAS,328210000,9102020,RED LIGHT VIOLATION,XERX,Red Light,OTHR,100,200,244,0,Notice,2017-12-06 00:00:00,FINL,5206955010,,XERX,2017,11,3
